SeniorCitizen,tenure,MonthlyCharges,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,Churn_encoded,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,EstimatedTotalCharges,ContractLengthMonths,ServiceCount,IsNewCustomer,TenureGroup_New (0-12mo),TenureGroup_Established (13-24mo),TenureGroup_Loyal (25-48mo),TenureGroup_Very Loyal (49-72mo)
1,15,86,1,0,1,1,1,False,True,True,False,False,1290,1,3,0,False,True,False,False
1,65,109,0,0,1,1,0,False,True,False,True,False,7085,12,3,0,False,False,False,True
0,23,56,0,0,1,1,0,False,True,True,False,False,1288,1,3,0,False,True,False,False
0,46,96,0,0,1,0,1,False,True,True,False,False,4416,1,2,0,False,False,True,False
1,17,83,0,0,1,1,0,True,False,True,False,False,1411,1,3,0,False,True,False,False
0,4,51,0,0,1,0,0,True,False,True,False,False,204,1,2,1,True,False,False,False
0,16,95,0,0,1,0,0,True,False,False,True,False,1520,12,2,0,False,True,False,False
1,1,74,1,0,1,1,1,True,False,False,False,True,74,24,3,1,True,False,False,False
0,25,20,1,0,1,1,0,False,True,False,True,False,500,12,3,0,False,False,True,False
1,4,69,1,0,1,0,0,True,False,False,True,False,276,12,2,1,True,False,False,False
0,1,76,0,0,1,0,1,True,False,False,True,False,76,12,2,1,True,False,False,False
0,38,79,1,0,1,0,1,False,True,True,False,False,3002,1,2,0,False,False,True,False
0,48,24,1,1,1,0,0,True,False,True,False,False,1152,1,2,0,False,False,True,False
0,10,20,1,1,1,1,0,False,True,True,False,False,200,1,3,0,True,False,False,False
0,39,90,0,1,1,0,1,True,False,True,False,False,3510,1,2,0,False,False,True,False
0,29,75,1,0,1,0,0,False,True,True,False,False,2175,1,2,0,False,False,True,False
0,38,62,1,0,1,0,1,True,False,True,False,False,2356,1,2,0,False,False,True,False
0,18,95,1,1,1,1,1,False,True,True,False,False,1710,1,3,0,False,True,False,False
0,27,72,1,1,1,1,0,False,True,False,False,True,1944,24,3,0,False,False,True,False
0,13,21,0,1,1,0,0,True,False,False,False,True,273,24,2,0,False,True,False,False
1,29,52,1,0,1,0,0,True,False,True,False,False,1508,1,2,0,False,False,True,False
0,55,86,1,1,1,0,0,True,False,False,True,False,4730,12,2,0,False,False,False,True
0,23,95,1,0,1,0,0,False,True,True,False,False,2185,1,2,0,False,True,False,False
0,1,51,1,0,1,1,0,True,False,False,False,True,51,24,3,1,True,False,False,False
0,72,110,1,0,1,1,0,False,True,False,False,True,7920,24,3,0,False,False,False,True
0,66,100,1,0,1,1,1,True,False,False,True,False,6600,12,3,0,False,False,False,True
0,30,100,1,0,1,0,0,True,False,False,False,True,3000,24,2,0,False,False,True,False
0,12,107,1,0,1,0,1,True,False,False,True,False,1284,12,2,0,True,False,False,False
0,1,72,1,0,1,1,1,True,False,False,False,True,72,24,3,1,True,False,False,False
0,26,85,1,0,1,1,0,False,True,True,False,False,2210,1,3,0,False,False,True,False
1,66,107,1,0,1,0,0,True,False,True,False,False,7062,1,2,0,False,False,False,True
0,18,20,0,1,1,1,0,True,False,False,True,False,360,12,3,0,False,True,False,False
0,63,72,1,0,1,0,0,True,False,True,False,False,4536,1,2,0,False,False,False,True
0,61,21,1,0,1,1,0,False,True,False,False,True,1281,24,3,0,False,False,False,True
0,6,49,0,1,1,0,0,True,False,True,False,False,294,1,2,1,True,False,False,False
0,32,20,1,0,1,0,0,False,True,True,False,False,640,1,2,0,False,False,True,False
0,5,20,1,0,1,0,0,True,False,True,False,False,100,1,2,1,True,False,False,False
0,58,94,0,0,1,1,0,True,False,True,False,False,5452,1,3,0,False,False,False,True
0,1,46,0,0,1,0,1,False,True,True,False,False,46,1,2,1,True,False,False,False
1,72,85,1,0,1,0,0,True,False,False,True,False,6120,12,2,0,False,False,False,True
0,68,25,0,0,1,1,0,False,True,False,False,True,1700,24,3,0,False,False,False,True
0,30,70,1,0,1,0,0,True,False,False,True,False,2100,12,2,0,False,False,True,False
0,12,80,0,0,1,0,0,False,True,True,False,False,960,1,2,0,True,False,False,False
1,37,107,0,0,1,1,1,False,True,False,True,False,3959,12,3,0,False,False,True,False
0,18,88,0,0,1,1,1,True,False,True,False,False,1584,1,3,0,False,True,False,False
0,7,80,0,0,1,0,1,True,False,True,False,False,560,1,2,0,True,False,False,False
0,49,99,0,0,1,1,0,False,True,False,False,True,4851,24,3,0,False,False,False,True
0,16,89,0,1,1,1,1,False,True,True,False,False,1424,1,3,0,False,True,False,False
0,1,81,1,0,1,1,1,False,True,True,False,False,81,1,3,1,True,False,False,False
0,21,81,0,0,1,0,0,True,False,True,False,False,1701,1,2,0,False,True,False,False
0,41,35,0,1,0,0,0,True,False,True,False,False,1435,1,1,0,False,False,True,False
0,24,93,1,0,1,0,0,True,False,False,False,True,2232,24,2,0,False,True,False,False
0,29,59,1,0,1,0,0,False,True,True,False,False,1711,1,2,0,False,False,True,False
0,7,21,0,1,1,0,0,True,False,True,False,False,147,1,2,0,True,False,False,False
0,15,75,1,1,1,0,0,True,False,False,True,False,1125,12,2,0,False,True,False,False
0,1,70,0,0,1,0,1,True,False,False,True,False,70,12,2,1,True,False,False,False
0,5,51,1,0,1,0,0,True,False,True,False,False,255,1,2,1,True,False,False,False
0,25,20,1,0,1,0,0,True,False,False,False,True,500,24,2,0,False,False,True,False
0,58,95,1,1,1,1,0,False,True,True,False,False,5510,1,3,0,False,False,False,True
0,55,56,0,1,1,1,0,False,True,True,False,False,3080,1,3,0,False,False,False,True
0,21,99,0,0,1,1,0,True,False,True,False,False,2079,1,3,0,False,True,False,False
0,62,70,0,1,1,0,0,True,False,False,False,True,4340,24,2,0,False,False,False,True
0,13,94,0,0,1,0,1,True,False,False,False,True,1222,24,2,0,False,True,False,False
0,46,81,1,1,1,0,0,False,True,True,False,False,3726,1,2,0,False,False,True,False
0,3,54,0,0,1,0,0,False,True,True,False,False,162,1,2,1,True,False,False,False
0,2,19,1,0,1,0,0,True,False,False,False,True,38,24,2,1,True,False,False,False
0,18,40,0,0,0,0,0,False,True,False,True,False,720,12,1,0,False,True,False,False
0,17,99,0,1,1,1,1,True,False,False,False,True,1683,24,3,0,False,True,False,False
0,69,85,0,0,1,1,0,False,True,False,False,True,5865,24,3,0,False,False,False,True
0,4,83,0,0,1,1,0,False,True,False,True,False,332,12,3,1,True,False,False,False
0,39,49,1,0,0,1,1,False,True,True,False,False,1911,1,2,0,False,False,True,False
0,6,29,0,0,0,1,0,True,False,False,False,True,174,24,2,1,True,False,False,False
0,72,69,0,1,1,0,0,True,False,False,False,True,4968,24,2,0,False,False,False,True
0,11,64,0,0,1,1,0,False,True,True,False,False,704,1,3,0,True,False,False,False
1,70,105,1,0,1,0,0,True,False,True,False,False,7350,1,2,0,False,False,False,True
0,59,25,0,1,1,0,0,True,False,True,False,False,1475,1,2,0,False,False,False,True
0,62,39,1,0,0,0,0,True,False,True,False,False,2418,1,1,0,False,False,False,True
0,68,73,0,1,1,0,0,True,False,True,False,False,4964,1,2,0,False,False,False,True
0,47,110,1,0,1,0,1,True,False,True,False,False,5170,1,2,0,False,False,True,False
0,72,99,1,0,1,0,0,True,False,False,False,True,7128,24,2,0,False,False,False,True
0,27,50,1,0,1,1,0,False,True,True,False,False,1350,1,3,0,False,False,True,False
0,63,59,1,1,0,0,0,True,False,True,False,False,3717,1,1,0,False,False,False,True
0,33,96,1,0,1,0,1,False,True,True,False,False,3168,1,2,0,False,False,True,False
0,16,74,1,0,1,0,1,True,False,True,False,False,1184,1,2,0,False,True,False,False
0,66,105,1,0,1,1,1,False,True,False,False,True,6930,24,3,0,False,False,False,True
0,18,68,1,0,1,0,0,False,True,False,True,False,1224,12,2,0,False,True,False,False
0,22,59,0,0,1,0,0,True,False,True,False,False,1298,1,2,0,False,True,False,False
0,58,24,0,1,1,0,0,False,True,False,True,False,1392,12,2,0,False,False,False,True
0,7,70,1,0,1,1,0,False,True,True,False,False,490,1,3,0,True,False,False,False
0,51,90,1,0,1,0,0,True,False,False,False,True,4590,24,2,0,False,False,False,True
0,57,21,1,0,1,0,0,True,False,False,False,True,1197,24,2,0,False,False,False,True
1,64,75,0,0,1,1,0,False,True,False,False,True,4800,24,3,0,False,False,False,True
0,61,24,0,1,1,1,0,False,True,True,False,False,1464,1,3,0,False,False,False,True
1,44,74,1,0,1,0,0,True,False,False,True,False,3256,12,2,0,False,False,True,False
0,65,60,0,0,1,0,0,True,False,False,True,False,3900,12,2,0,False,False,False,True
1,60,98,1,0,1,1,0,False,True,True,False,False,5880,1,3,0,False,False,False,True
1,46,99,1,0,1,1,0,False,True,False,True,False,4554,12,3,0,False,False,True,False
1,10,86,1,0,1,0,1,True,False,True,False,False,860,1,2,0,True,False,False,False
0,55,20,0,0,1,0,0,True,False,False,False,True,1100,24,2,0,False,False,False,True
0,55,19,1,1,1,1,0,False,True,False,True,False,1045,12,3,0,False,False,False,True
0,21,53,0,1,0,0,0,True,False,True,False,False,1113,1,1,0,False,True,False,False
0,6,56,1,0,1,0,0,False,True,True,False,False,336,1,2,1,True,False,False,False
0,47,21,1,1,1,1,0,False,True,True,False,False,987,1,3,0,False,False,True,False
0,8,66,0,0,1,1,0,False,True,False,True,False,528,12,3,0,True,False,False,False
1,72,110,1,0,1,1,0,False,True,True,False,False,7920,1,3,0,False,False,False,True
0,47,20,1,0,1,1,0,False,True,True,False,False,940,1,3,0,False,False,True,False
0,5,64,1,1,1,1,0,False,True,False,True,False,320,12,3,1,True,False,False,False
0,3,78,1,0,1,0,1,True,False,True,False,False,234,1,2,1,True,False,False,False
0,56,25,1,1,1,1,0,False,True,True,False,False,1400,1,3,0,False,False,False,True
0,72,25,1,1,1,0,0,True,False,True,False,False,1800,1,2,0,False,False,False,True
0,38,66,0,0,1,1,0,False,True,True,False,False,2508,1,3,0,False,False,True,False
0,14,60,0,1,1,1,0,False,True,True,False,False,840,1,3,0,False,True,False,False
1,27,104,0,0,1,0,1,False,True,True,False,False,2808,1,2,0,False,False,True,False
0,72,109,1,0,1,1,0,False,True,True,False,False,7848,1,3,0,False,False,False,True
0,18,20,0,0,1,0,0,False,True,True,False,False,360,1,2,0,False,True,False,False
0,39,41,1,0,0,1,0,True,False,True,False,False,1599,1,2,0,False,False,True,False
0,67,25,0,0,1,1,0,False,True,True,False,False,1675,1,3,0,False,False,False,True
0,2,20,1,0,1,0,0,True,False,True,False,False,40,1,2,1,True,False,False,False
0,1,69,0,0,1,1,1,False,True,True,False,False,69,1,3,1,True,False,False,False
0,28,54,1,0,1,0,0,True,False,False,True,False,1512,12,2,0,False,False,True,False
0,3,30,1,0,0,0,1,True,False,True,False,False,90,1,1,1,True,False,False,False
1,16,85,0,0,1,0,1,True,False,False,False,True,1360,24,2,0,False,True,False,False
0,67,101,1,0,1,0,0,True,False,True,False,False,6767,1,2,0,False,False,False,True
0,67,91,1,0,1,0,1,True,False,True,False,False,6097,1,2,0,False,False,False,True
0,43,56,1,0,1,0,0,False,True,True,False,False,2408,1,2,0,False,False,True,False
0,2,80,0,0,1,1,1,True,False,True,False,False,160,1,3,1,True,False,False,False
1,48,104,0,1,1,1,0,False,True,False,True,False,4992,12,3,0,False,False,True,False
0,71,26,0,0,1,1,0,False,True,True,False,False,1846,1,3,0,False,False,False,True
0,41,102,0,1,1,0,0,True,False,False,False,True,4182,24,2,0,False,False,True,False
1,12,29,0,1,0,1,0,True,False,False,False,True,348,24,2,0,True,False,False,False
0,1,21,1,0,1,1,1,False,True,False,True,False,21,12,3,1,True,False,False,False
1,72,116,1,0,1,0,0,True,False,True,False,False,8352,1,2,0,False,False,False,True
0,15,20,0,0,1,0,0,True,False,True,False,False,300,1,2,0,False,True,False,False
0,60,95,1,1,1,1,0,True,False,False,False,True,5700,24,3,0,False,False,False,True
1,30,80,1,0,1,1,1,True,False,False,True,False,2400,12,3,0,False,False,True,False
0,42,23,0,1,1,0,0,True,False,True,False,False,966,1,2,0,False,False,True,False
0,10,55,1,0,1,0,0,True,False,True,False,False,550,1,2,0,True,False,False,False
0,47,42,0,0,0,1,0,False,True,True,False,False,1974,1,2,0,False,False,True,False
0,5,64,1,0,1,0,0,False,True,True,False,False,320,1,2,1,True,False,False,False
0,27,59,1,0,1,1,0,False,True,True,False,False,1593,1,3,0,False,False,True,False
0,70,74,0,1,1,0,0,False,True,False,True,False,5180,12,2,0,False,False,False,True
0,1,50,0,0,1,0,0,True,False,True,False,False,50,1,2,1,True,False,False,False
1,2,94,1,0,1,1,1,False,True,True,False,False,188,1,3,1,True,False,False,False
0,1,54,1,0,1,1,1,True,False,False,False,True,54,24,3,1,True,False,False,False
0,15,19,0,0,1,1,1,False,True,False,False,True,285,24,3,0,False,True,False,False
0,2,64,1,0,1,0,0,True,False,True,False,False,128,1,2,1,True,False,False,False
1,65,93,1,0,1,0,0,True,False,False,False,True,6045,24,2,0,False,False,False,True
1,35,99,0,0,1,0,0,True,False,True,False,False,3465,1,2,0,False,False,True,False
0,38,60,1,0,0,0,0,True,False,False,False,True,2280,24,1,0,False,False,True,False
0,34,105,0,1,1,0,0,True,False,True,False,False,3570,1,2,0,False,False,True,False
0,41,74,1,0,1,1,0,False,True,True,False,False,3034,1,3,0,False,False,True,False
0,31,99,1,0,1,0,0,True,False,False,False,True,3069,24,2,0,False,False,True,False
0,38,80,0,1,1,0,1,True,False,True,False,False,3040,1,2,0,False,False,True,False
0,40,75,1,1,1,0,0,True,False,True,False,False,3000,1,2,0,False,False,True,False
0,72,80,0,1,1,1,0,True,False,False,False,True,5760,24,3,0,False,False,False,True
0,1,49,1,0,1,0,0,False,True,True,False,False,49,1,2,1,True,False,False,False
0,12,25,1,0,1,1,0,False,True,True,False,False,300,1,3,0,True,False,False,False
0,58,20,0,1,1,1,0,False,True,False,False,True,1160,24,3,0,False,False,False,True
0,62,92,1,0,1,1,0,True,False,True,False,False,5704,1,3,0,False,False,False,True
0,70,115,1,0,1,0,0,False,True,True,False,False,8050,1,2,0,False,False,False,True
0,72,61,1,1,0,0,0,True,False,False,True,False,4392,12,1,0,False,False,False,True
0,15,21,0,1,1,1,0,False,True,True,False,False,315,1,3,0,False,True,False,False
0,33,81,1,0,1,0,0,False,True,False,False,True,2673,24,2,0,False,False,True,False
0,17,44,1,1,0,0,0,False,True,True,False,False,748,1,1,0,False,True,False,False
0,54,71,1,1,1,1,0,False,True,False,True,False,3834,12,3,0,False,False,False,True
0,65,26,1,0,1,0,0,True,False,False,False,True,1690,24,2,0,False,False,False,True
0,9,99,1,0,1,1,0,True,False,False,False,True,891,24,3,0,True,False,False,False
0,64,104,0,1,1,0,0,True,False,False,True,False,6656,12,2,0,False,False,False,True
0,1,50,1,0,1,1,1,True,False,False,True,False,50,12,3,1,True,False,False,False
0,13,101,1,0,1,0,0,False,True,True,False,False,1313,1,2,0,False,True,False,False
0,41,19,0,1,1,1,0,True,False,False,True,False,779,12,3,0,False,False,True,False
0,33,34,1,1,0,0,0,False,True,True,False,False,1122,1,1,0,False,False,True,False
0,2,79,1,0,1,1,0,True,False,False,False,True,158,24,3,1,True,False,False,False
0,36,85,1,0,1,1,1,True,False,False,False,True,3060,24,3,0,False,False,True,False
0,15,59,1,0,1,0,1,True,False,False,True,False,885,12,2,0,False,True,False,False
0,68,110,1,1,1,1,0,True,False,True,False,False,7480,1,3,0,False,False,False,True
1,59,90,0,0,1,1,0,True,False,False,False,True,5310,24,3,0,False,False,False,True
0,21,100,0,0,1,0,0,True,False,True,False,False,2100,1,2,0,False,True,False,False
0,53,64,1,1,1,0,0,True,False,False,False,True,3392,24,2,0,False,False,False,True
0,34,80,0,0,1,1,0,True,False,True,False,False,2720,1,3,0,False,False,True,False
0,32,61,0,1,1,1,0,False,True,False,False,True,1952,24,3,0,False,False,True,False
1,30,101,0,1,1,1,0,False,True,True,False,False,3030,1,3,0,False,False,True,False
0,19,97,0,0,1,1,0,False,True,True,False,False,1843,1,3,0,False,True,False,False
0,7,75,0,0,1,1,0,False,True,True,False,False,525,1,3,0,True,False,False,False
0,1,71,0,0,1,0,1,True,False,True,False,False,71,1,2,1,True,False,False,False
0,43,91,1,1,1,0,0,False,True,True,False,False,3913,1,2,0,False,False,True,False
0,72,91,0,0,1,1,0,True,False,False,False,True,6552,24,3,0,False,False,False,True
0,50,80,0,1,1,0,0,True,False,True,False,False,4000,1,2,0,False,False,False,True
0,64,92,1,1,1,0,0,True,False,False,True,False,5888,12,2,0,False,False,False,True
0,72,91,0,0,1,0,0,False,True,True,False,False,6552,1,2,0,False,False,False,True
0,12,20,1,0,1,0,0,False,True,False,True,False,240,12,2,0,True,False,False,False
0,18,56,1,0,1,1,0,True,False,False,True,False,1008,12,3,0,False,True,False,False
0,34,98,1,1,1,1,0,True,False,True,False,False,3332,1,3,0,False,False,True,False
0,65,99,1,0,1,0,0,False,True,True,False,False,6435,1,2,0,False,False,False,True
0,31,71,1,0,1,0,0,True,False,True,False,False,2201,1,2,0,False,False,True,False
0,67,85,0,0,1,0,0,True,False,True,False,False,5695,1,2,0,False,False,False,True
0,37,91,1,0,1,1,0,False,True,False,True,False,3367,12,3,0,False,False,True,False
1,67,20,0,0,1,0,0,True,False,True,False,False,1340,1,2,0,False,False,False,True
1,42,79,1,0,1,0,0,True,False,True,False,False,3318,1,2,0,False,False,True,False
0,54,20,0,0,1,0,0,True,False,False,False,True,1080,24,2,0,False,False,False,True
1,27,31,1,0,0,0,1,True,False,False,True,False,837,12,1,0,False,False,True,False
0,31,64,0,0,1,0,0,False,True,True,False,False,1984,1,2,0,False,False,True,False
0,48,20,1,0,1,0,0,True,False,True,False,False,960,1,2,0,False,False,True,False
0,1,21,0,0,1,0,1,True,False,False,False,True,21,24,2,1,True,False,False,False
0,43,99,0,1,1,0,0,True,False,True,False,False,4257,1,2,0,False,False,True,False
1,1,45,1,0,1,0,1,True,False,False,True,False,45,12,2,1,True,False,False,False
0,11,94,0,0,1,0,0,True,False,True,False,False,1034,1,2,0,True,False,False,False
0,11,51,0,1,0,0,0,True,False,False,False,True,561,24,1,0,True,False,False,False
0,17,92,0,1,1,0,1,False,True,True,False,False,1564,1,2,0,False,True,False,False
0,63,80,0,0,1,1,0,False,True,False,True,False,5040,12,3,0,False,False,False,True
0,70,65,1,1,1,0,0,True,False,True,False,False,4550,1,2,0,False,False,False,True
0,72,25,0,1,1,0,0,False,True,True,False,False,1800,1,2,0,False,False,False,True
0,72,20,0,1,1,0,0,False,True,True,False,False,1440,1,2,0,False,False,False,True
0,25,25,1,0,1,0,1,False,True,True,False,False,625,1,2,0,False,False,True,False
0,72,85,0,1,1,1,0,True,False,False,False,True,6120,24,3,0,False,False,False,True
0,15,70,1,1,1,1,0,True,False,False,False,True,1050,24,3,0,False,True,False,False
0,65,20,1,1,1,1,0,False,True,True,False,False,1300,1,3,0,False,False,False,True
0,68,56,0,0,1,1,0,False,True,False,False,True,3808,24,3,0,False,False,False,True
0,71,49,1,0,0,0,1,False,True,False,False,True,3479,24,1,0,False,False,False,True
0,72,90,1,1,1,0,0,True,False,False,False,True,6480,24,2,0,False,False,False,True
0,18,20,1,1,1,0,0,True,False,False,True,False,360,12,2,0,False,True,False,False
0,22,21,0,1,1,1,0,False,True,True,False,False,462,1,3,0,False,True,False,False
0,46,24,0,0,1,0,0,True,False,False,True,False,1104,12,2,0,False,False,True,False
0,72,112,1,0,1,1,0,True,False,False,True,False,8064,12,3,0,False,False,False,True
0,36,19,1,1,1,1,0,False,True,True,False,False,684,1,3,0,False,False,True,False
0,14,86,1,0,1,0,1,False,True,True,False,False,1204,1,2,0,False,True,False,False
1,29,99,0,0,1,0,1,True,False,False,False,True,2871,24,2,0,False,False,True,False
0,7,25,1,0,1,0,0,False,True,True,False,False,175,1,2,0,True,False,False,False
0,2,35,0,0,0,1,1,True,False,False,False,True,70,24,2,1,True,False,False,False
0,1,20,0,0,1,0,0,True,False,False,True,False,20,12,2,1,True,False,False,False
0,65,72,1,1,1,0,1,True,False,False,True,False,4680,12,2,0,False,False,False,True
0,10,55,0,1,1,1,1,False,True,False,True,False,550,12,3,0,True,False,False,False
1,8,100,0,0,1,0,0,True,False,True,False,False,800,1,2,0,True,False,False,False
1,56,73,0,0,1,1,0,False,True,False,True,False,4088,12,3,0,False,False,False,True
0,46,20,1,1,1,0,0,False,True,False,True,False,920,12,2,0,False,False,True,False
0,42,80,1,0,1,0,0,True,False,False,False,True,3360,24,2,0,False,False,True,False
1,43,108,0,0,1,0,1,True,False,False,True,False,4644,12,2,0,False,False,True,False
0,53,19,0,0,1,0,0,True,False,False,False,True,1007,24,2,0,False,False,False,True
0,4,84,0,1,1,1,1,True,False,False,False,True,336,24,3,1,True,False,False,False
0,4,101,0,0,1,0,0,False,True,True,False,False,404,1,2,1,True,False,False,False
0,1,55,1,0,1,0,0,True,False,False,False,True,55,24,2,1,True,False,False,False
0,15,101,0,0,1,0,1,False,True,True,False,False,1515,1,2,0,False,True,False,False
1,35,100,0,0,1,0,1,True,False,True,False,False,3500,1,2,0,False,False,True,False
0,56,21,1,1,1,1,0,False,True,False,True,False,1176,12,3,0,False,False,False,True
0,57,21,1,1,1,1,0,False,True,True,False,False,1197,1,3,0,False,False,False,True
0,30,55,0,0,1,0,0,True,False,False,True,False,1650,12,2,0,False,False,True,False
0,31,65,0,0,1,1,1,True,False,True,False,False,2015,1,3,0,False,False,True,False
0,35,56,0,1,1,0,0,True,False,True,False,False,1960,1,2,0,False,False,True,False
0,2,69,0,0,1,0,0,True,False,False,False,True,138,24,2,1,True,False,False,False
1,5,28,0,0,0,1,1,False,True,False,False,True,140,24,2,1,True,False,False,False
0,53,79,1,1,1,0,0,True,False,False,False,True,4187,24,2,0,False,False,False,True
0,72,109,0,1,1,0,0,False,True,True,False,False,7848,1,2,0,False,False,False,True
0,1,19,1,0,1,0,0,True,False,False,False,True,19,24,2,1,True,False,False,False
1,5,60,0,0,1,1,0,False,True,True,False,False,300,1,3,1,True,False,False,False
1,20,81,0,0,1,0,0,True,False,True,False,False,1620,1,2,0,False,True,False,False
0,9,75,0,0,1,0,0,True,False,True,False,False,675,1,2,0,True,False,False,False
1,18,79,1,0,1,1,1,False,True,False,True,False,1422,12,3,0,False,True,False,False
0,50,114,1,0,1,1,0,False,True,True,False,False,5700,1,3,0,False,False,False,True
0,64,48,0,0,0,0,1,True,False,True,False,False,3072,1,1,0,False,False,False,True
0,72,64,1,0,0,0,0,True,False,True,False,False,4608,1,1,0,False,False,False,True
1,63,108,1,0,1,1,0,False,True,False,False,True,6804,24,3,0,False,False,False,True
0,72,67,0,1,1,1,0,False,True,True,False,False,4824,1,3,0,False,False,False,True
0,25,59,0,1,0,0,1,True,False,False,True,False,1475,12,1,0,False,False,True,False
0,9,96,1,0,1,1,0,True,False,False,False,True,864,24,3,0,True,False,False,False
0,35,60,1,0,1,0,0,True,False,False,False,True,2100,24,2,0,False,False,True,False
0,24,89,0,0,1,0,0,True,False,True,False,False,2136,1,2,0,False,True,False,False
0,3,25,1,0,0,0,1,False,True,False,True,False,75,12,1,1,True,False,False,False
1,71,81,0,0,1,0,0,True,False,True,False,False,5751,1,2,0,False,False,False,True
1,6,45,1,0,1,0,0,True,False,True,False,False,270,1,2,1,True,False,False,False
0,7,63,0,0,1,0,0,False,True,True,False,False,441,1,2,0,True,False,False,False
1,40,56,0,0,0,0,1,True,False,True,False,False,2240,1,1,0,False,False,True,False
1,68,90,0,0,1,1,1,False,True,True,False,False,6120,1,3,0,False,False,False,True
0,6,90,0,0,1,1,1,False,True,False,False,True,540,24,3,1,True,False,False,False
0,40,81,1,1,1,0,0,True,False,False,False,True,3240,24,2,0,False,False,True,False
0,19,58,0,0,1,1,0,True,False,False,True,False,1102,12,3,0,False,True,False,False
1,50,109,0,0,1,0,0,True,False,True,False,False,5450,1,2,0,False,False,False,True
0,72,110,1,0,1,1,0,False,True,False,True,False,7920,12,3,0,False,False,False,True
1,2,87,1,0,1,1,1,False,True,True,False,False,174,1,3,1,True,False,False,False
0,28,70,0,1,1,1,0,False,True,True,False,False,1960,1,3,0,False,False,True,False
0,1,30,1,1,0,1,1,False,True,True,False,False,30,1,2,1,True,False,False,False
0,72,108,0,0,1,0,0,True,False,True,False,False,7776,1,2,0,False,False,False,True
0,18,24,1,0,1,0,0,False,True,True,False,False,432,1,2,0,False,True,False,False
0,46,104,0,0,1,0,0,True,False,True,False,False,4784,1,2,0,False,False,True,False
0,53,95,0,0,1,0,1,True,False,True,False,False,5035,1,2,0,False,False,False,True
0,24,25,0,0,1,1,0,False,True,False,False,True,600,24,3,0,False,True,False,False
0,61,25,1,0,1,0,0,False,True,True,False,False,1525,1,2,0,False,False,False,True
0,66,47,0,0,0,0,0,True,False,False,True,False,3102,12,1,0,False,False,False,True
0,72,20,1,0,1,1,0,False,True,False,True,False,1440,12,3,0,False,False,False,True
0,63,84,1,1,1,0,0,True,False,True,False,False,5292,1,2,0,False,False,False,True
0,30,25,0,1,1,1,0,True,False,False,True,False,750,12,3,0,False,False,True,False
0,12,85,1,0,1,0,0,False,True,False,True,False,1020,12,2,0,True,False,False,False
0,42,21,0,0,1,1,0,True,False,True,False,False,882,1,3,0,False,False,True,False
0,9,85,0,1,1,1,1,False,True,False,True,False,765,12,3,0,True,False,False,False
0,3,70,1,0,1,0,1,True,False,False,True,False,210,12,2,1,True,False,False,False
0,1,50,1,0,1,0,0,True,False,True,False,False,50,1,2,1,True,False,False,False
0,19,55,1,0,1,1,1,False,True,False,True,False,1045,12,3,0,False,True,False,False
0,50,100,0,0,1,0,0,True,False,True,False,False,5000,1,2,0,False,False,False,True
1,22,74,0,0,1,0,1,False,True,True,False,False,1628,1,2,0,False,True,False,False
1,24,55,1,0,1,1,0,True,False,False,False,True,1320,24,3,0,False,True,False,False
1,3,76,1,0,1,0,1,True,False,False,False,True,228,24,2,1,True,False,False,False
0,3,20,0,0,1,1,0,False,True,True,False,False,60,1,3,1,True,False,False,False
0,1,44,1,1,1,0,0,True,False,True,False,False,44,1,2,1,True,False,False,False
0,68,89,1,1,1,1,0,False,True,True,False,False,6052,1,3,0,False,False,False,True
1,45,97,0,0,1,1,0,False,True,False,False,True,4365,24,3,0,False,False,True,False
0,60,117,1,0,1,0,0,True,False,True,False,False,7020,1,2,0,False,False,False,True
0,26,49,1,0,1,0,0,True,False,True,False,False,1274,1,2,0,False,False,True,False
0,35,46,0,1,0,0,0,True,False,True,False,False,1610,1,1,0,False,False,True,False
1,27,78,0,0,1,1,1,True,False,True,False,False,2106,1,3,0,False,False,True,False
0,40,20,0,0,1,1,0,False,True,True,False,False,800,1,3,0,False,False,True,False
0,65,111,0,1,1,1,0,False,True,True,False,False,7215,1,3,0,False,False,False,True
0,11,55,0,0,1,0,0,False,True,True,False,False,605,1,2,0,True,False,False,False
1,3,75,0,0,1,0,1,True,False,True,False,False,225,1,2,1,True,False,False,False
0,52,25,1,1,1,0,0,True,False,False,True,False,1300,12,2,0,False,False,False,True
0,11,25,0,1,1,1,0,True,False,False,True,False,275,12,3,0,True,False,False,False
0,33,51,0,0,1,1,0,True,False,False,False,True,1683,24,3,0,False,False,True,False
0,69,104,1,0,1,0,1,True,False,True,False,False,7176,1,2,0,False,False,False,True
0,15,60,1,1,1,0,0,True,False,True,False,False,900,1,2,0,False,True,False,False
0,69,84,0,1,1,0,0,True,False,True,False,False,5796,1,2,0,False,False,False,True
0,12,61,0,0,0,0,0,True,False,True,False,False,732,1,1,0,True,False,False,False
0,7,75,0,0,1,0,1,True,False,False,False,True,525,24,2,0,True,False,False,False
0,14,61,1,1,1,1,0,False,True,False,False,True,854,24,3,0,False,True,False,False
0,30,90,1,0,1,0,0,True,False,False,False,True,2700,24,2,0,False,False,True,False
0,1,55,1,0,1,1,0,True,False,False,True,False,55,12,3,1,True,False,False,False
