gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,InternetService_encoded,Churn_encoded,Contract_Month-to-month,Contract_One_year,Contract_Two_year
Female,0,No,67,Yes,Yes,Fiber optic,25,No,0,0,1,1,1,0,True,False,False
Female,0,No,51,Yes,No,DSL,88,No,0,0,1,0,0,0,True,False,False
Female,1,No,59,Yes,Yes,DSL,94,No,0,0,1,1,0,0,False,True,False
Female,0,Yes,48,No,Yes,Fiber optic,39,No,0,1,0,1,1,0,True,False,False
Female,1,No,1,Yes,No,DSL,71,Yes,0,0,1,0,0,1,True,False,False
Male,0,No,23,Yes,Yes,Fiber optic,19,No,1,0,1,1,1,0,False,False,True
Male,0,Yes,38,Yes,No,Fiber optic,95,Yes,1,1,1,0,1,1,True,False,False
Male,0,Yes,19,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,True,False
Male,1,No,3,Yes,No,DSL,76,Yes,1,0,1,0,0,1,False,False,True
Male,1,No,58,Yes,Yes,Fiber optic,99,No,1,0,1,1,1,0,True,False,False
Male,0,No,2,Yes,Yes,DSL,50,No,1,0,1,1,0,0,False,True,False
Male,0,No,5,Yes,No,Fiber optic,75,No,1,0,1,0,1,0,True,False,False
Female,0,No,72,Yes,No,DSL,101,No,0,0,1,0,0,0,True,False,False
Female,1,No,44,Yes,No,DSL,110,No,0,0,1,0,0,0,False,True,False
Male,0,No,16,Yes,No,Fiber optic,20,Yes,1,0,1,0,1,1,True,False,False
Male,0,No,12,No,No,DSL,51,No,1,0,0,0,0,0,False,False,True
Female,0,No,6,Yes,Yes,Fiber optic,90,Yes,0,0,1,1,1,1,False,False,True
Female,1,No,72,Yes,No,DSL,108,No,0,0,1,0,0,0,True,False,False
Female,0,No,23,Yes,Yes,Fiber optic,25,No,0,0,1,1,1,0,True,False,False
Male,0,No,38,Yes,No,Fiber optic,70,Yes,1,0,1,0,1,1,True,False,False
Male,0,No,47,Yes,No,DSL,95,No,1,0,1,0,0,0,True,False,False
Female,0,No,54,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,True
Male,0,No,15,Yes,No,Fiber optic,69,No,1,0,1,0,1,0,False,False,True
Female,1,No,20,Yes,Yes,Fiber optic,94,Yes,0,0,1,1,1,1,True,False,False
Female,0,Yes,16,Yes,Yes,Fiber optic,73,No,0,1,1,1,1,0,False,True,False
Male,0,No,1,Yes,Yes,DSL,69,Yes,1,0,1,1,0,1,True,False,False
Male,0,No,1,No,No,Fiber optic,25,Yes,1,0,0,0,1,1,True,False,False
Male,0,No,69,Yes,Yes,DSL,98,No,1,0,1,1,0,0,False,False,True
Male,0,Yes,49,Yes,Yes,Fiber optic,84,Yes,1,1,1,1,1,1,True,False,False
Male,0,No,53,No,Yes,DSL,55,No,1,0,0,1,0,0,True,False,False
Male,0,Yes,7,Yes,Yes,Fiber optic,19,No,1,1,1,1,1,0,True,False,False
Female,0,No,42,Yes,No,DSL,50,Yes,0,0,1,0,0,1,False,True,False
Male,0,Yes,17,Yes,No,DSL,50,No,1,1,1,0,0,0,True,False,False
Female,1,No,2,Yes,Yes,DSL,82,No,0,0,1,1,0,0,True,False,False
Female,0,Yes,72,Yes,Yes,Fiber optic,104,No,0,1,1,1,1,0,True,False,False
Female,0,No,28,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,True
Male,0,No,1,No,No,DSL,50,Yes,1,0,0,0,0,1,True,False,False
Female,0,No,15,Yes,Yes,Fiber optic,86,Yes,0,0,1,1,1,1,False,True,False
Female,1,No,67,Yes,No,DSL,107,No,0,0,1,0,0,0,False,True,False
Female,0,No,11,Yes,No,Fiber optic,100,Yes,0,0,1,0,1,1,False,False,True
Male,0,Yes,56,Yes,No,Fiber optic,103,No,1,1,1,0,1,0,True,False,False
Male,0,No,22,Yes,Yes,Fiber optic,55,No,1,0,1,1,1,0,True,False,False
Male,1,No,19,No,No,Fiber optic,34,No,1,0,0,0,1,0,False,True,False
Female,0,Yes,44,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,False,True
Male,0,No,10,No,Yes,Fiber optic,36,No,1,0,0,1,1,0,False,True,False
Female,0,No,18,Yes,No,DSL,71,No,0,0,1,0,0,0,False,True,False
Male,0,No,30,Yes,No,DSL,19,No,1,0,1,0,0,0,False,False,True
Male,0,No,26,No,No,Fiber optic,36,No,1,0,0,0,1,0,False,True,False
Female,0,No,58,Yes,Yes,DSL,109,Yes,0,0,1,1,0,1,True,False,False
Male,0,No,1,No,No,DSL,30,Yes,1,0,0,0,0,1,True,False,False
Female,0,No,9,Yes,No,Fiber optic,66,Yes,0,0,1,0,1,1,True,False,False
Female,0,No,50,Yes,No,DSL,82,No,0,0,1,0,0,0,True,False,False
Male,0,No,46,No,No,DSL,31,No,1,0,0,0,0,0,False,True,False
Female,0,No,11,Yes,Yes,Fiber optic,51,No,0,0,1,1,1,0,True,False,False
Male,0,No,37,Yes,No,Fiber optic,70,No,1,0,1,0,1,0,True,False,False
Male,0,No,22,Yes,No,Fiber optic,54,Yes,1,0,1,0,1,1,True,False,False
Male,0,No,67,Yes,Yes,Fiber optic,26,No,1,0,1,1,1,0,True,False,False
Male,0,No,1,Yes,Yes,DSL,20,No,1,0,1,1,0,0,False,False,True
Female,0,No,19,Yes,No,DSL,56,No,0,0,1,0,0,0,False,False,True
Female,1,No,9,Yes,Yes,DSL,75,Yes,0,0,1,1,0,1,True,False,False
Male,0,No,70,Yes,No,Fiber optic,99,No,1,0,1,0,1,0,True,False,False
Male,0,No,1,Yes,No,DSL,50,No,1,0,1,0,0,0,False,True,False
Female,0,No,39,No,Yes,Fiber optic,41,No,0,0,0,1,1,0,False,False,True
Male,0,No,2,Yes,No,DSL,71,Yes,1,0,1,0,0,1,True,False,False
Female,1,No,49,Yes,No,DSL,44,No,0,0,1,0,0,0,True,False,False
Male,0,No,7,Yes,No,Fiber optic,64,No,1,0,1,0,1,0,True,False,False
Male,0,Yes,1,Yes,Yes,Fiber optic,46,Yes,1,1,1,1,1,1,True,False,False
Female,0,No,61,Yes,No,DSL,101,No,0,0,1,0,0,0,False,False,True
Male,0,No,1,Yes,No,DSL,43,Yes,1,0,1,0,0,1,False,False,True
Female,1,No,40,Yes,Yes,Fiber optic,92,No,0,0,1,1,1,0,True,False,False
Female,0,No,71,Yes,Yes,Fiber optic,24,No,0,0,1,1,1,0,True,False,False
Male,0,No,24,Yes,Yes,DSL,90,Yes,1,0,1,1,0,1,True,False,False
Female,0,No,14,Yes,Yes,Fiber optic,50,No,0,0,1,1,1,0,True,False,False
Female,1,No,61,Yes,Yes,Fiber optic,94,No,0,0,1,1,1,0,True,False,False
Female,1,No,44,Yes,Yes,DSL,75,No,0,0,1,1,0,0,True,False,False
Female,0,No,70,Yes,Yes,DSL,20,No,0,0,1,1,0,0,False,False,True
Female,0,No,18,Yes,Yes,Fiber optic,74,No,0,0,1,1,1,0,True,False,False
Male,0,Yes,12,Yes,Yes,DSL,74,Yes,1,1,1,1,0,1,False,False,True
Male,1,No,66,Yes,No,DSL,107,No,1,0,1,0,0,0,True,False,False
Male,0,Yes,61,Yes,Yes,DSL,21,No,1,1,1,1,0,0,False,False,True
Female,0,No,42,Yes,No,DSL,86,No,0,0,1,0,0,0,False,True,False
Female,0,No,54,Yes,No,DSL,95,No,0,0,1,0,0,0,False,True,False
Male,0,No,3,Yes,Yes,Fiber optic,20,No,1,0,1,1,1,0,True,False,False
Male,0,No,69,Yes,Yes,DSL,54,No,1,0,1,1,0,0,False,False,True
Female,0,No,3,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,True,False
Female,0,No,7,Yes,Yes,Fiber optic,75,Yes,0,0,1,1,1,1,True,False,False
Female,0,No,57,Yes,No,Fiber optic,20,No,0,0,1,0,1,0,True,False,False
Male,1,No,14,Yes,Yes,DSL,75,Yes,1,0,1,1,0,1,True,False,False
Male,0,No,11,No,Yes,Fiber optic,42,Yes,1,0,0,1,1,1,False,False,True
Male,0,No,4,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,False
Male,0,No,43,Yes,No,DSL,94,No,1,0,1,0,0,0,True,False,False
Male,0,No,62,Yes,No,Fiber optic,74,No,1,0,1,0,1,0,True,False,False
Female,0,No,12,Yes,Yes,Fiber optic,96,Yes,0,0,1,1,1,1,True,False,False
Male,0,Yes,11,Yes,No,DSL,20,No,1,1,1,0,0,0,False,True,False
Female,0,No,19,Yes,No,Fiber optic,60,No,0,0,1,0,1,0,True,False,False
Male,0,No,44,Yes,No,DSL,106,No,1,0,1,0,0,0,False,True,False
Female,1,Yes,11,Yes,Yes,Fiber optic,78,No,0,1,1,1,1,0,True,False,False
Male,0,Yes,72,Yes,Yes,DSL,81,No,1,1,1,1,0,0,False,False,True
Female,0,No,43,Yes,No,Fiber optic,105,Yes,0,0,1,0,1,1,True,False,False
Male,0,No,3,Yes,Yes,DSL,20,Yes,1,0,1,1,0,1,True,False,False
Female,1,No,5,Yes,No,DSL,81,No,0,0,1,0,0,0,True,False,False
Male,0,No,2,No,No,Fiber optic,30,Yes,1,0,0,0,1,1,True,False,False
Male,0,Yes,68,Yes,Yes,Fiber optic,86,No,1,1,1,1,1,0,True,False,False
Male,1,No,33,Yes,No,Fiber optic,94,Yes,1,0,1,0,1,1,True,False,False
Female,0,No,11,No,No,DSL,36,No,0,0,0,0,0,0,True,False,False
Male,1,No,69,Yes,Yes,DSL,90,Yes,1,0,1,1,0,1,False,True,False
Female,0,No,66,Yes,No,DSL,105,No,0,0,1,0,0,0,False,False,True
Male,0,Yes,29,Yes,No,DSL,76,No,1,1,1,0,0,0,True,False,False
Male,0,Yes,8,Yes,No,DSL,45,No,1,1,1,0,0,0,False,False,True
Male,1,No,72,No,Yes,DSL,64,No,1,0,0,1,0,0,False,False,True
Female,0,Yes,8,Yes,Yes,DSL,45,No,0,1,1,1,0,0,True,False,False
Female,0,No,32,Yes,No,DSL,104,No,0,0,1,0,0,0,True,False,False
Female,0,Yes,56,Yes,No,Fiber optic,20,No,0,1,1,0,1,0,True,False,False
Male,0,No,10,Yes,No,DSL,81,Yes,1,0,1,0,0,1,True,False,False
Female,0,No,44,Yes,No,Fiber optic,62,No,0,0,1,0,1,0,True,False,False
Female,0,Yes,23,Yes,Yes,Fiber optic,84,Yes,0,1,1,1,1,1,True,False,False
Female,0,No,4,No,Yes,Fiber optic,48,No,0,0,0,1,1,0,True,False,False
Female,0,Yes,36,Yes,Yes,Fiber optic,51,No,0,1,1,1,1,0,False,True,False
Male,0,No,47,Yes,Yes,Fiber optic,83,Yes,1,0,1,1,1,1,False,True,False
Female,0,Yes,2,No,Yes,Fiber optic,30,No,0,1,0,1,1,0,True,False,False
Female,0,Yes,52,Yes,No,Fiber optic,20,No,0,1,1,0,1,0,True,False,False
Female,0,No,5,Yes,Yes,Fiber optic,91,Yes,0,0,1,1,1,1,True,False,False
Female,0,Yes,64,Yes,Yes,Fiber optic,66,No,0,1,1,1,1,0,True,False,False
Male,0,No,2,Yes,No,DSL,50,No,1,0,1,0,0,0,False,True,False
Female,0,No,8,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,True,False,False
Female,0,No,1,Yes,No,DSL,70,Yes,0,0,1,0,0,1,True,False,False
Male,0,No,1,No,Yes,DSL,45,Yes,1,0,0,1,0,1,False,False,True
Male,0,Yes,60,Yes,No,DSL,60,No,1,1,1,0,0,0,True,False,False
Male,0,No,20,Yes,No,DSL,91,No,1,0,1,0,0,0,False,False,True
Male,0,Yes,22,Yes,Yes,DSL,51,No,1,1,1,1,0,0,False,True,False
Male,0,Yes,54,Yes,Yes,Fiber optic,71,No,1,1,1,1,1,0,False,True,False
Male,0,No,1,Yes,No,DSL,81,No,1,0,1,0,0,0,True,False,False
Male,0,No,13,Yes,Yes,Fiber optic,19,No,1,0,1,1,1,0,False,False,True
Female,1,Yes,24,Yes,Yes,DSL,97,No,0,1,1,1,0,0,True,False,False
Female,1,No,6,Yes,No,DSL,74,No,0,0,1,0,0,0,False,False,True
Male,1,No,38,Yes,No,Fiber optic,103,No,1,0,1,0,1,0,True,False,False
Female,0,No,12,Yes,No,DSL,85,No,0,0,1,0,0,0,False,True,False
Male,0,No,26,No,No,DSL,45,No,1,0,0,0,0,0,False,False,True
Female,0,Yes,6,No,No,DSL,41,No,0,1,0,0,0,0,True,False,False
Male,0,Yes,67,Yes,Yes,DSL,87,Yes,1,1,1,1,0,1,False,True,False
Male,1,No,62,Yes,Yes,Fiber optic,104,Yes,1,0,1,1,1,1,True,False,False
Male,0,Yes,50,No,No,DSL,39,No,1,1,0,0,0,0,True,False,False
Male,0,Yes,72,No,Yes,DSL,66,No,1,1,0,1,0,0,False,False,True
Female,1,Yes,31,Yes,No,DSL,99,Yes,0,1,1,0,0,1,True,False,False
Male,0,No,72,Yes,No,DSL,92,No,1,0,1,0,0,0,False,True,False
Male,0,No,51,No,Yes,DSL,44,No,1,0,0,1,0,0,True,False,False
Female,0,Yes,60,Yes,Yes,Fiber optic,115,No,0,1,1,1,1,0,False,True,False
Female,0,Yes,24,Yes,No,DSL,20,No,0,1,1,0,0,0,False,False,True
Female,0,No,2,Yes,No,DSL,81,Yes,0,0,1,0,0,1,False,True,False
Female,0,No,4,Yes,No,Fiber optic,78,Yes,0,0,1,0,1,1,True,False,False
Female,0,No,67,Yes,No,DSL,66,No,0,0,1,0,0,0,True,False,False
Female,0,No,69,Yes,Yes,Fiber optic,106,No,0,0,1,1,1,0,True,False,False
Female,0,No,1,Yes,Yes,Fiber optic,70,Yes,0,0,1,1,1,1,True,False,False
Male,0,No,67,Yes,Yes,DSL,25,No,1,0,1,1,0,0,False,False,True
Male,0,No,1,Yes,No,DSL,90,Yes,1,0,1,0,0,1,False,False,True
Male,1,No,67,Yes,No,DSL,84,No,1,0,1,0,0,0,True,False,False
Female,1,No,27,Yes,Yes,Fiber optic,86,No,0,0,1,1,1,0,True,False,False
Female,0,No,41,Yes,No,DSL,106,No,0,0,1,0,0,0,True,False,False
Male,0,Yes,64,Yes,No,DSL,109,No,1,1,1,0,0,0,False,True,False
Female,0,No,1,Yes,Yes,DSL,70,Yes,0,0,1,1,0,1,False,False,True
Male,0,No,6,Yes,No,DSL,45,Yes,1,0,1,0,0,1,True,False,False
Male,0,Yes,72,No,No,Fiber optic,65,No,1,1,0,0,1,0,True,False,False
Female,0,Yes,57,Yes,Yes,Fiber optic,70,Yes,0,1,1,1,1,1,False,True,False
Male,0,No,70,Yes,No,DSL,73,No,1,0,1,0,0,0,True,False,False
Male,1,No,10,Yes,No,DSL,86,Yes,1,0,1,0,0,1,True,False,False
Male,0,No,1,Yes,Yes,Fiber optic,56,Yes,1,0,1,1,1,1,False,True,False
Female,1,No,71,Yes,Yes,Fiber optic,90,No,0,0,1,1,1,0,True,False,False
Female,0,Yes,3,No,Yes,DSL,40,No,0,1,0,1,0,0,False,False,True
Female,0,No,63,Yes,Yes,DSL,24,No,0,0,1,1,0,0,True,False,False
Female,0,No,25,Yes,No,Fiber optic,75,No,0,0,1,0,1,0,True,False,False
Male,0,Yes,62,Yes,No,DSL,24,No,1,1,1,0,0,0,False,False,True
Female,0,No,55,Yes,Yes,Fiber optic,95,No,0,0,1,1,1,0,True,False,False
Male,0,Yes,52,Yes,No,Fiber optic,79,No,1,1,1,0,1,0,True,False,False
Female,0,Yes,16,Yes,Yes,Fiber optic,81,Yes,0,1,1,1,1,1,False,True,False
Female,0,Yes,29,Yes,Yes,DSL,88,No,0,1,1,1,0,0,False,False,True
Female,0,No,2,No,Yes,DSL,35,Yes,0,0,0,1,0,1,False,False,True
Male,0,No,8,Yes,No,DSL,71,No,1,0,1,0,0,0,False,False,True
Female,0,No,5,Yes,No,Fiber optic,85,No,0,0,1,0,1,0,True,False,False
Female,1,No,32,Yes,Yes,Fiber optic,74,Yes,0,0,1,1,1,1,True,False,False
Male,0,Yes,72,Yes,No,Fiber optic,84,No,1,1,1,0,1,0,False,False,True
Male,0,Yes,7,No,No,DSL,50,No,1,1,0,0,0,0,False,True,False
Male,1,No,18,Yes,Yes,Fiber optic,58,No,1,0,1,1,1,0,False,True,False
Female,0,No,48,Yes,Yes,Fiber optic,105,No,0,0,1,1,1,0,True,False,False
Female,1,No,71,Yes,Yes,Fiber optic,96,No,0,0,1,1,1,0,True,False,False
Male,0,No,1,Yes,No,DSL,70,Yes,1,0,1,0,0,1,False,False,True
Male,0,No,69,Yes,No,DSL,105,No,1,0,1,0,0,0,False,True,False
Male,0,No,60,Yes,No,DSL,20,No,1,0,1,0,0,0,True,False,False
Male,1,No,1,No,No,DSL,25,Yes,1,0,0,0,0,1,True,False,False
Male,0,No,1,Yes,No,Fiber optic,49,No,1,0,1,0,1,0,True,False,False
Male,0,No,38,Yes,No,DSL,92,No,1,0,1,0,0,0,False,True,False
Male,0,No,31,Yes,No,DSL,99,No,1,0,1,0,0,0,False,False,True
Female,1,No,14,Yes,Yes,Fiber optic,79,No,0,0,1,1,1,0,False,False,True
Female,1,No,71,Yes,No,DSL,110,No,0,0,1,0,0,0,False,False,True
Male,0,No,2,Yes,No,DSL,81,Yes,1,0,1,0,0,1,False,True,False
Male,0,Yes,64,Yes,No,Fiber optic,93,No,1,1,1,0,1,0,False,False,True
Female,0,No,9,Yes,Yes,DSL,81,No,0,0,1,1,0,0,False,True,False
Female,0,No,56,Yes,Yes,Fiber optic,106,No,0,0,1,1,1,0,False,False,True
Female,0,No,11,Yes,No,DSL,94,No,0,0,1,0,0,0,True,False,False
Male,0,Yes,72,Yes,Yes,Fiber optic,19,No,1,1,1,1,1,0,True,False,False
Female,0,No,1,Yes,Yes,DSL,20,No,0,0,1,1,0,0,True,False,False
Male,0,No,60,Yes,No,DSL,109,No,1,0,1,0,0,0,False,False,True
Male,1,No,33,No,Yes,Fiber optic,50,No,1,0,0,1,1,0,False,False,True
Male,0,Yes,72,Yes,No,DSL,20,No,1,1,1,0,0,0,True,False,False
Female,0,No,26,Yes,Yes,DSL,87,No,0,0,1,1,0,0,False,False,True
Female,0,No,3,Yes,Yes,DSL,86,Yes,0,0,1,1,0,1,False,False,True
Female,0,Yes,22,No,No,Fiber optic,39,No,0,1,0,0,1,0,True,False,False
Female,1,No,22,Yes,No,DSL,64,No,0,0,1,0,0,0,False,False,True
Female,0,No,1,Yes,No,DSL,54,Yes,0,0,1,0,0,1,False,True,False
Male,0,Yes,27,Yes,No,Fiber optic,55,No,1,1,1,0,1,0,True,False,False
Female,0,No,1,Yes,Yes,DSL,70,Yes,0,0,1,1,0,1,False,True,False
Female,0,No,41,Yes,No,DSL,106,Yes,0,0,1,0,0,1,True,False,False
Female,1,No,14,Yes,Yes,DSL,74,Yes,0,0,1,1,0,1,True,False,False
Male,0,No,7,Yes,Yes,DSL,69,Yes,1,0,1,1,0,1,False,True,False
Female,0,No,32,Yes,Yes,DSL,54,No,0,0,1,1,0,0,False,False,True
Male,0,Yes,41,Yes,No,DSL,68,No,1,1,1,0,0,0,False,True,False
Female,1,Yes,4,Yes,No,DSL,46,Yes,0,1,1,0,0,1,False,True,False
Male,0,No,56,Yes,No,Fiber optic,26,No,1,0,1,0,1,0,True,False,False
Female,1,No,33,Yes,Yes,Fiber optic,110,Yes,0,0,1,1,1,1,False,True,False
Male,1,No,2,Yes,Yes,Fiber optic,66,Yes,1,0,1,1,1,1,False,True,False
Male,0,No,28,Yes,No,Fiber optic,106,Yes,1,0,1,0,1,1,False,True,False
Female,0,Yes,1,Yes,Yes,Fiber optic,54,No,0,1,1,1,1,0,True,False,False
Male,0,Yes,1,Yes,No,Fiber optic,19,No,1,1,1,0,1,0,True,False,False
Female,0,No,2,Yes,Yes,Fiber optic,70,Yes,0,0,1,1,1,1,True,False,False
Male,1,No,4,Yes,No,DSL,74,Yes,1,0,1,0,0,1,True,False,False
Male,0,No,34,Yes,Yes,Fiber optic,105,No,1,0,1,1,1,0,False,False,True
Female,0,No,64,Yes,Yes,Fiber optic,58,No,0,0,1,1,1,0,False,True,False
Male,0,No,7,Yes,No,DSL,19,No,1,0,1,0,0,0,False,True,False
Male,0,Yes,51,Yes,Yes,DSL,84,No,1,1,1,1,0,0,False,False,True
Male,0,No,21,Yes,No,Fiber optic,20,No,1,0,1,0,1,0,True,False,False
Female,0,No,21,Yes,No,DSL,71,No,0,0,1,0,0,0,False,False,True
Male,1,No,57,Yes,Yes,Fiber optic,91,No,1,0,1,1,1,0,True,False,False
Male,0,No,6,Yes,Yes,DSL,76,Yes,1,0,1,1,0,1,False,False,True
Female,0,No,8,Yes,No,DSL,49,No,0,0,1,0,0,0,False,False,True
Male,0,Yes,18,No,No,Fiber optic,26,No,1,1,0,0,1,0,True,False,False
Male,1,No,7,Yes,No,DSL,70,Yes,1,0,1,0,0,1,False,False,True
Male,0,No,35,Yes,No,DSL,60,No,1,0,1,0,0,0,False,False,True
Female,0,No,32,Yes,Yes,Fiber optic,75,No,0,0,1,1,1,0,True,False,False
Female,0,No,30,Yes,Yes,Fiber optic,100,No,0,0,1,1,1,0,True,False,False
Male,0,Yes,26,Yes,No,Fiber optic,50,No,1,1,1,0,1,0,True,False,False
Male,0,No,38,Yes,No,DSL,95,No,1,0,1,0,0,0,False,True,False
Female,1,No,41,Yes,No,DSL,113,Yes,0,0,1,0,0,1,False,False,True
Male,0,Yes,34,No,No,DSL,45,No,1,1,0,0,0,0,False,True,False
Male,1,No,55,Yes,Yes,Fiber optic,60,No,1,0,1,1,1,0,False,False,True
Female,1,No,57,Yes,No,Fiber optic,94,No,0,0,1,0,1,0,True,False,False
Female,1,No,66,Yes,No,DSL,105,No,0,0,1,0,0,0,False,False,True
Male,0,No,43,Yes,No,Fiber optic,86,No,1,0,1,0,1,0,True,False,False
Female,0,Yes,32,Yes,No,DSL,76,No,0,1,1,0,0,0,False,False,True
Female,0,No,40,Yes,Yes,DSL,81,No,0,0,1,1,0,0,False,False,True
Female,0,No,41,Yes,Yes,DSL,98,No,0,0,1,1,0,0,False,True,False
Male,1,No,30,Yes,No,Fiber optic,90,No,1,0,1,0,1,0,True,False,False
Female,0,No,3,Yes,No,DSL,80,Yes,0,0,1,0,0,1,False,True,False
Female,0,Yes,54,Yes,No,Fiber optic,104,No,0,1,1,0,1,0,True,False,False
Male,0,No,9,Yes,No,DSL,95,Yes,1,0,1,0,0,1,False,False,True
Male,1,No,7,Yes,Yes,DSL,75,No,1,0,1,1,0,0,False,False,True
Male,0,No,58,Yes,Yes,DSL,100,No,1,0,1,1,0,0,False,False,True
Male,0,No,52,Yes,Yes,DSL,89,No,1,0,1,1,0,0,False,True,False
Male,0,Yes,26,No,Yes,Fiber optic,40,No,1,1,0,1,1,0,True,False,False
Female,0,No,34,Yes,Yes,DSL,20,No,0,0,1,1,0,0,False,True,False
Male,0,No,53,Yes,Yes,Fiber optic,81,No,1,0,1,1,1,0,False,False,True
Male,0,No,15,Yes,Yes,Fiber optic,88,No,1,0,1,1,1,0,True,False,False
Male,0,Yes,1,Yes,No,DSL,19,Yes,1,1,1,0,0,1,False,False,True
Female,0,No,5,Yes,Yes,DSL,56,No,0,0,1,1,0,0,True,False,False
Female,0,Yes,34,Yes,No,DSL,105,No,0,1,1,0,0,0,True,False,False
Female,0,No,32,Yes,No,DSL,101,No,0,0,1,0,0,0,False,True,False
Female,0,Yes,41,No,No,DSL,35,No,0,1,0,0,0,0,True,False,False
Female,0,No,25,No,No,DSL,54,No,0,0,0,0,0,0,False,True,False
Male,0,Yes,17,Yes,No,DSL,62,No,1,1,1,0,0,0,False,False,True
Female,0,No,17,Yes,Yes,Fiber optic,25,No,0,0,1,1,1,0,False,False,True
Female,0,No,70,Yes,No,DSL,85,No,0,0,1,0,0,0,True,False,False
Male,0,Yes,43,Yes,No,DSL,19,No,1,1,1,0,0,0,False,True,False
Male,0,Yes,71,Yes,Yes,DSL,24,No,1,1,1,1,0,0,False,True,False
Male,1,No,2,No,No,DSL,24,Yes,1,0,0,0,0,1,False,True,False
Male,0,No,49,Yes,No,DSL,75,No,1,0,1,0,0,0,False,False,True
Female,1,No,72,Yes,No,Fiber optic,105,No,0,0,1,0,1,0,True,False,False
Male,0,No,26,Yes,Yes,DSL,84,No,1,0,1,1,0,0,True,False,False
Female,0,No,18,Yes,No,Fiber optic,20,No,0,0,1,0,1,0,True,False,False
Male,0,Yes,1,Yes,No,Fiber optic,93,Yes,1,1,1,0,1,1,True,False,False
Male,0,No,9,No,Yes,Fiber optic,24,Yes,1,0,0,1,1,1,False,False,True
Male,0,No,28,Yes,Yes,Fiber optic,77,No,1,0,1,1,1,0,True,False,False
Female,0,Yes,60,Yes,No,Fiber optic,19,No,0,1,1,0,1,0,False,True,False
Male,0,No,23,Yes,Yes,Fiber optic,21,No,1,0,1,1,1,0,False,False,True
Female,0,No,15,Yes,No,DSL,80,Yes,0,0,1,0,0,1,False,False,True
Female,0,No,29,Yes,No,Fiber optic,67,No,0,0,1,0,1,0,True,False,False
Female,0,No,11,Yes,No,Fiber optic,55,No,0,0,1,0,1,0,True,False,False
Male,0,No,27,Yes,No,DSL,69,No,1,0,1,0,0,0,True,False,False
Male,0,No,1,Yes,No,DSL,70,Yes,1,0,1,0,0,1,False,True,False
Female,0,No,66,Yes,No,Fiber optic,91,No,0,0,1,0,1,0,True,False,False
Female,1,No,2,Yes,Yes,Fiber optic,57,No,0,0,1,1,1,0,True,False,False
Female,0,Yes,19,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,True,False,False
Male,0,Yes,62,Yes,Yes,Fiber optic,95,No,1,1,1,1,1,0,True,False,False
Female,0,No,51,Yes,No,DSL,79,No,0,0,1,0,0,0,True,False,False
Female,0,No,72,Yes,Yes,DSL,94,No,0,0,1,1,0,0,False,False,True
Male,0,No,10,Yes,Yes,Fiber optic,90,Yes,1,0,1,1,1,1,True,False,False
Female,0,No,37,Yes,Yes,DSL,68,No,0,0,1,1,0,0,True,False,False
Female,0,Yes,35,Yes,Yes,Fiber optic,50,No,0,1,1,1,1,0,True,False,False
Female,0,No,10,Yes,No,Fiber optic,61,No,0,0,1,0,1,0,True,False,False
Female,0,Yes,26,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,True,False,False
Male,0,No,72,Yes,No,DSL,82,No,1,0,1,0,0,0,True,False,False
Female,1,No,38,Yes,Yes,Fiber optic,100,Yes,0,0,1,1,1,1,False,False,True
Female,0,No,18,Yes,No,Fiber optic,100,Yes,0,0,1,0,1,1,True,False,False
Male,0,No,56,Yes,Yes,Fiber optic,53,No,1,0,1,1,1,0,False,False,True
Female,0,No,36,Yes,No,DSL,54,No,0,0,1,0,0,0,True,False,False
Male,0,Yes,22,Yes,Yes,Fiber optic,89,No,1,1,1,1,1,0,True,False,False
Male,0,Yes,65,Yes,Yes,DSL,104,No,1,1,1,1,0,0,False,False,True
Male,0,No,27,Yes,Yes,DSL,54,No,1,0,1,1,0,0,False,False,True
Female,0,No,29,Yes,Yes,Fiber optic,74,No,0,0,1,1,1,0,True,False,False
Male,1,No,10,Yes,No,DSL,95,Yes,1,0,1,0,0,1,True,False,False
Female,1,No,50,Yes,No,DSL,105,No,0,0,1,0,0,0,True,False,False
Male,0,No,9,Yes,Yes,Fiber optic,86,No,1,0,1,1,1,0,False,True,False
Male,0,Yes,23,Yes,Yes,Fiber optic,24,No,1,1,1,1,1,0,False,False,True
Male,0,Yes,24,Yes,No,DSL,55,Yes,1,1,1,0,0,1,False,False,True
Male,0,No,1,Yes,Yes,Fiber optic,56,No,1,0,1,1,1,0,False,True,False
Male,0,No,20,Yes,Yes,Fiber optic,64,No,1,0,1,1,1,0,True,False,False
Male,0,No,58,Yes,Yes,DSL,60,Yes,1,0,1,1,0,1,False,False,True
