gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,Churn_encoded,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,EstimatedTotalCharges,ContractLengthMonths,ServiceCount,IsNewCustomer,TenureGroup_New (0-12mo),TenureGroup_Established (13-24mo),TenureGroup_Loyal (25-48mo),TenureGroup_Very Loyal (49-72mo)
Male,1,Yes,38,Yes,Yes,101,No,1,1,1,1,0,False,True,True,False,False,3838,1,3,0,False,False,True,False
Female,0,No,52,Yes,No,74,No,0,0,1,0,0,True,False,False,False,True,3848,24,2,0,False,False,False,True
Female,0,Yes,34,Yes,No,20,No,0,1,1,0,0,True,False,True,False,False,680,1,2,0,False,False,True,False
Male,0,Yes,69,Yes,No,20,No,1,1,1,0,0,False,True,True,False,False,1380,1,2,0,False,False,False,True
Male,0,Yes,4,Yes,No,102,Yes,1,1,1,0,1,True,False,True,False,False,408,1,2,1,True,False,False,False
Female,0,No,63,Yes,No,59,No,0,0,1,0,0,True,False,True,False,False,3717,1,2,0,False,False,False,True
Male,0,No,24,Yes,Yes,20,No,1,0,1,1,0,False,True,True,False,False,480,1,3,0,False,True,False,False
Male,0,No,62,Yes,No,91,No,1,0,1,0,0,True,False,True,False,False,5642,1,2,0,False,False,False,True
Female,0,No,36,Yes,Yes,19,No,0,0,1,1,0,True,False,False,False,True,684,24,3,0,False,False,True,False
Female,0,No,38,Yes,No,68,No,0,0,1,0,0,True,False,True,False,False,2584,1,2,0,False,False,True,False
Female,1,No,47,Yes,Yes,80,Yes,0,0,1,1,1,True,False,True,False,False,3760,1,3,0,False,False,True,False
Male,0,No,38,Yes,No,79,Yes,1,0,1,0,1,False,True,True,False,False,3002,1,2,0,False,False,True,False
Female,0,Yes,42,Yes,No,92,No,0,1,1,0,0,True,False,True,False,False,3864,1,2,0,False,False,True,False
Female,0,No,42,Yes,No,25,No,0,0,1,0,0,True,False,False,True,False,1050,12,2,0,False,False,True,False
Female,0,No,3,Yes,No,75,No,0,0,1,0,0,True,False,True,False,False,225,1,2,1,True,False,False,False
Male,1,No,8,Yes,Yes,100,Yes,1,0,1,1,1,True,False,False,False,True,800,24,3,0,True,False,False,False
Male,1,No,9,Yes,No,84,Yes,1,0,1,0,1,True,False,True,False,False,756,1,2,0,True,False,False,False
Female,0,No,58,Yes,No,68,No,0,0,1,0,0,False,True,True,False,False,3944,1,2,0,False,False,False,True
Male,1,No,21,Yes,No,60,Yes,1,0,1,0,1,True,False,True,False,False,1260,1,2,0,False,True,False,False
Female,0,No,10,Yes,No,21,No,0,0,1,0,0,True,False,True,False,False,210,1,2,0,True,False,False,False
Female,0,No,70,Yes,No,99,No,0,0,1,0,0,True,False,False,False,True,6930,24,2,0,False,False,False,True
Male,0,No,26,Yes,Yes,75,No,1,0,1,1,0,False,True,True,False,False,1950,1,3,0,False,False,True,False
Male,1,No,36,Yes,No,96,Yes,1,0,1,0,1,False,True,True,False,False,3456,1,2,0,False,False,True,False
Male,0,No,72,Yes,Yes,68,No,1,0,1,1,0,False,True,True,False,False,4896,1,3,0,False,False,False,True
Female,0,No,9,Yes,No,74,Yes,0,0,1,0,1,True,False,False,False,True,666,24,2,0,True,False,False,False
Female,0,No,15,Yes,No,100,No,0,0,1,0,0,True,False,True,False,False,1500,1,2,0,False,True,False,False
Female,1,No,63,Yes,No,83,No,0,0,1,0,0,True,False,False,False,True,5229,24,2,0,False,False,False,True
Male,0,No,4,Yes,Yes,64,No,1,0,1,1,0,False,True,False,False,True,256,24,3,1,True,False,False,False
Male,0,No,25,Yes,No,21,No,1,0,1,0,0,False,True,True,False,False,525,1,2,0,False,False,True,False
Male,0,No,46,Yes,Yes,20,No,1,0,1,1,0,False,True,True,False,False,920,1,3,0,False,False,True,False
Female,1,No,44,Yes,Yes,104,No,0,0,1,1,0,False,True,False,True,False,4576,12,3,0,False,False,True,False
Male,0,No,12,Yes,No,20,No,1,0,1,0,0,True,False,False,True,False,240,12,2,0,True,False,False,False
Male,0,No,1,Yes,No,45,No,1,0,1,0,0,True,False,True,False,False,45,1,2,1,True,False,False,False
Male,0,No,1,Yes,No,49,Yes,1,0,1,0,1,True,False,False,False,True,49,24,2,1,True,False,False,False
Female,1,No,20,Yes,No,62,Yes,0,0,1,0,1,True,False,False,True,False,1240,12,2,0,False,True,False,False
Female,0,Yes,72,Yes,Yes,118,No,0,1,1,1,0,False,True,True,False,False,8496,1,3,0,False,False,False,True
Male,0,No,53,No,Yes,60,Yes,1,0,0,1,1,True,False,False,False,True,3180,24,2,0,False,False,False,True
Male,0,Yes,52,Yes,Yes,19,No,1,1,1,1,0,False,True,True,False,False,988,1,3,0,False,False,False,True
Male,1,No,2,Yes,No,74,No,1,0,1,0,0,True,False,True,False,False,148,1,2,1,True,False,False,False
Male,0,No,50,Yes,No,94,No,1,0,1,0,0,True,False,True,False,False,4700,1,2,0,False,False,False,True
Male,0,Yes,17,Yes,No,69,Yes,1,1,1,0,1,True,False,True,False,False,1173,1,2,0,False,True,False,False
Male,1,No,51,No,No,29,No,1,0,0,0,0,True,False,False,True,False,1479,12,1,0,False,False,False,True
Male,1,No,16,Yes,No,79,No,1,0,1,0,0,False,True,False,False,True,1264,24,2,0,False,True,False,False
Female,0,No,18,Yes,Yes,95,No,0,0,1,1,0,True,False,False,False,True,1710,24,3,0,False,True,False,False
Male,0,Yes,71,Yes,Yes,85,No,1,1,1,1,0,True,False,False,False,True,6035,24,3,0,False,False,False,True
Male,0,Yes,68,No,Yes,45,No,1,1,0,1,0,True,False,False,False,True,3060,24,2,0,False,False,False,True
Male,1,No,1,Yes,No,75,No,1,0,1,0,0,True,False,False,False,True,75,24,2,1,True,False,False,False
Female,0,Yes,25,Yes,Yes,19,No,0,1,1,1,0,False,True,True,False,False,475,1,3,0,False,False,True,False
Male,1,No,24,Yes,No,93,Yes,1,0,1,0,1,False,True,True,False,False,2232,1,2,0,False,True,False,False
Male,0,No,14,No,Yes,51,Yes,1,0,0,1,1,False,True,True,False,False,714,1,2,0,False,True,False,False
Male,0,No,55,Yes,No,59,No,1,0,1,0,0,True,False,False,False,True,3245,24,2,0,False,False,False,True
Female,0,No,25,No,No,61,No,0,0,0,0,0,True,False,True,False,False,1525,1,1,0,False,False,True,False
Male,0,Yes,10,Yes,No,60,No,1,1,1,0,0,False,True,True,False,False,600,1,2,0,True,False,False,False
Male,0,Yes,61,Yes,Yes,104,No,1,1,1,1,0,False,True,True,False,False,6344,1,3,0,False,False,False,True
Male,0,No,6,Yes,No,59,No,1,0,1,0,0,False,True,True,False,False,354,1,2,1,True,False,False,False
Male,0,No,13,Yes,No,20,No,1,0,1,0,0,True,False,False,False,True,260,24,2,0,False,True,False,False
Female,0,No,1,Yes,Yes,45,No,0,0,1,1,0,False,True,False,True,False,45,12,3,1,True,False,False,False
Female,0,No,2,Yes,Yes,70,No,0,0,1,1,0,False,True,True,False,False,140,1,3,1,True,False,False,False
Male,1,No,49,Yes,No,96,Yes,1,0,1,0,1,False,True,True,False,False,4704,1,2,0,False,False,False,True
Female,0,No,1,Yes,Yes,45,Yes,0,0,1,1,1,False,True,True,False,False,45,1,3,1,True,False,False,False
Male,0,No,37,Yes,No,94,No,1,0,1,0,0,True,False,False,True,False,3478,12,2,0,False,False,True,False
Female,0,Yes,40,Yes,No,20,No,0,1,1,0,0,True,False,True,False,False,800,1,2,0,False,False,True,False
Female,1,No,23,Yes,No,95,Yes,0,0,1,0,1,True,False,False,False,True,2185,24,2,0,False,True,False,False
Female,1,No,66,Yes,No,108,No,0,0,1,0,0,False,True,True,False,False,7128,1,2,0,False,False,False,True
Male,0,Yes,17,Yes,No,93,Yes,1,1,1,0,1,True,False,True,False,False,1581,1,2,0,False,True,False,False
Male,1,No,9,Yes,No,85,Yes,1,0,1,0,1,True,False,True,False,False,765,1,2,0,True,False,False,False
Female,1,No,39,Yes,No,101,No,0,0,1,0,0,True,False,False,True,False,3939,12,2,0,False,False,True,False
Male,0,Yes,23,No,Yes,40,No,1,1,0,1,0,True,False,False,False,True,920,24,2,0,False,True,False,False
Male,0,No,50,Yes,Yes,20,No,1,0,1,1,0,True,False,False,True,False,1000,12,3,0,False,False,False,True
Female,0,No,3,Yes,No,98,Yes,0,0,1,0,1,True,False,True,False,False,294,1,2,1,True,False,False,False
Female,0,No,61,Yes,No,19,No,0,0,1,0,0,True,False,True,False,False,1159,1,2,0,False,False,False,True
Female,0,No,24,Yes,No,89,No,0,0,1,0,0,True,False,True,False,False,2136,1,2,0,False,True,False,False
Female,0,Yes,14,Yes,No,85,No,0,1,1,0,0,True,False,False,True,False,1190,12,2,0,False,True,False,False
Male,0,Yes,52,Yes,No,26,No,1,1,1,0,0,False,True,True,False,False,1352,1,2,0,False,False,False,True
Female,0,No,15,Yes,No,84,Yes,0,0,1,0,1,False,True,True,False,False,1260,1,2,0,False,True,False,False
Female,0,No,33,Yes,No,59,No,0,0,1,0,0,False,True,True,False,False,1947,1,2,0,False,False,True,False
Male,1,No,69,Yes,No,95,No,1,0,1,0,0,False,True,False,False,True,6555,24,2,0,False,False,False,True
Female,0,Yes,61,Yes,Yes,88,No,0,1,1,1,0,False,True,True,False,False,5368,1,3,0,False,False,False,True
Male,0,Yes,71,Yes,Yes,116,No,1,1,1,1,0,False,True,False,True,False,8236,12,3,0,False,False,False,True
Female,0,No,53,Yes,Yes,91,No,0,0,1,1,0,False,True,True,False,False,4823,1,3,0,False,False,False,True
Female,1,No,42,Yes,No,56,No,0,0,1,0,0,False,True,True,False,False,2352,1,2,0,False,False,True,False
Male,0,No,36,Yes,No,79,No,1,0,1,0,0,False,True,True,False,False,2844,1,2,0,False,False,True,False
Male,0,No,25,Yes,Yes,106,No,1,0,1,1,0,True,False,True,False,False,2650,1,3,0,False,False,True,False
Female,0,No,8,Yes,No,21,No,0,0,1,0,0,False,True,True,False,False,168,1,2,0,True,False,False,False
Female,0,No,16,Yes,Yes,96,Yes,0,0,1,1,1,True,False,False,False,True,1536,24,3,0,False,True,False,False
Female,0,No,12,Yes,No,90,Yes,0,0,1,0,1,True,False,False,False,True,1080,24,2,0,True,False,False,False
Female,0,No,28,Yes,Yes,105,Yes,0,0,1,1,1,True,False,False,False,True,2940,24,3,0,False,False,True,False
Male,0,No,7,Yes,Yes,94,No,1,0,1,1,0,False,True,False,False,True,658,24,3,0,True,False,False,False
Male,1,No,32,Yes,No,105,Yes,1,0,1,0,1,True,False,True,False,False,3360,1,2,0,False,False,True,False
Female,0,Yes,1,Yes,No,79,Yes,0,1,1,0,1,False,True,False,True,False,79,12,2,1,True,False,False,False
Male,0,No,8,No,No,30,Yes,1,0,0,0,1,False,True,True,False,False,240,1,1,0,True,False,False,False
Male,0,No,63,Yes,No,103,Yes,1,0,1,0,1,False,True,True,False,False,6489,1,2,0,False,False,False,True
Female,0,No,1,No,No,35,Yes,0,0,0,0,1,True,False,False,True,False,35,12,1,1,True,False,False,False
Male,0,No,60,Yes,No,102,No,1,0,1,0,0,False,True,True,False,False,6120,1,2,0,False,False,False,True
Female,0,No,16,Yes,No,86,No,0,0,1,0,0,False,True,True,False,False,1376,1,2,0,False,True,False,False
Male,1,No,71,Yes,No,92,No,1,0,1,0,0,True,False,False,True,False,6532,12,2,0,False,False,False,True
Male,0,Yes,40,Yes,Yes,85,No,1,1,1,1,0,False,True,True,False,False,3400,1,3,0,False,False,True,False
Female,1,No,18,Yes,Yes,100,Yes,0,0,1,1,1,True,False,False,True,False,1800,12,3,0,False,True,False,False
Male,0,No,5,Yes,No,79,No,1,0,1,0,0,True,False,True,False,False,395,1,2,1,True,False,False,False
Male,0,No,33,Yes,No,79,No,1,0,1,0,0,True,False,False,True,False,2607,12,2,0,False,False,True,False
Female,0,Yes,13,Yes,No,20,No,0,1,1,0,0,True,False,True,False,False,260,1,2,0,False,True,False,False
Female,0,No,40,Yes,No,50,No,0,0,1,0,0,True,False,True,False,False,2000,1,2,0,False,False,True,False
Male,1,No,67,Yes,No,116,No,1,0,1,0,0,True,False,True,False,False,7772,1,2,0,False,False,False,True
Female,0,No,16,Yes,Yes,50,Yes,0,0,1,1,1,True,False,False,True,False,800,12,3,0,False,True,False,False
Male,0,No,59,Yes,No,66,No,1,0,1,0,0,True,False,True,False,False,3894,1,2,0,False,False,False,True
Male,1,No,8,Yes,Yes,70,No,1,0,1,1,0,False,True,True,False,False,560,1,3,0,True,False,False,False
Male,0,Yes,7,Yes,No,20,No,1,1,1,0,0,False,True,True,False,False,140,1,2,0,True,False,False,False
Male,0,Yes,72,Yes,No,24,No,1,1,1,0,0,False,True,True,False,False,1728,1,2,0,False,False,False,True
Female,0,No,44,Yes,No,88,No,0,0,1,0,0,False,True,True,False,False,3872,1,2,0,False,False,True,False
Female,1,No,38,Yes,Yes,75,Yes,0,0,1,1,1,False,True,True,False,False,2850,1,3,0,False,False,True,False
Male,0,No,4,Yes,No,56,No,1,0,1,0,0,True,False,False,True,False,224,12,2,1,True,False,False,False
Male,0,No,2,Yes,Yes,53,No,1,0,1,1,0,False,True,False,False,True,106,24,3,1,True,False,False,False
Female,0,No,70,No,No,50,No,0,0,0,0,0,True,False,True,False,False,3500,1,1,0,False,False,False,True
Female,0,No,33,Yes,No,91,No,0,0,1,0,0,True,False,True,False,False,3003,1,2,0,False,False,True,False
Female,0,No,1,No,No,25,No,0,0,0,0,0,True,False,False,True,False,25,12,1,1,True,False,False,False
Male,0,No,39,No,Yes,36,No,1,0,0,1,0,False,True,True,False,False,1404,1,2,0,False,False,True,False
Male,1,No,55,Yes,No,116,No,1,0,1,0,0,True,False,False,False,True,6380,24,2,0,False,False,False,True
Male,0,Yes,52,Yes,No,69,No,1,1,1,0,0,False,True,True,False,False,3588,1,2,0,False,False,False,True
Female,0,Yes,30,No,Yes,51,Yes,0,1,0,1,1,False,True,True,False,False,1530,1,2,0,False,False,True,False
Male,1,No,60,Yes,No,99,No,1,0,1,0,0,True,False,False,True,False,5940,12,2,0,False,False,False,True
Male,0,Yes,50,Yes,No,55,No,1,1,1,0,0,False,True,True,False,False,2750,1,2,0,False,False,False,True
Female,0,No,32,Yes,No,110,No,0,0,1,0,0,True,False,True,False,False,3520,1,2,0,False,False,True,False
Male,0,No,51,Yes,No,107,No,1,0,1,0,0,True,False,False,False,True,5457,24,2,0,False,False,False,True
Male,0,No,1,Yes,Yes,74,No,1,0,1,1,0,False,True,True,False,False,74,1,3,1,True,False,False,False
Female,0,Yes,69,Yes,No,26,No,0,1,1,0,0,True,False,True,False,False,1794,1,2,0,False,False,False,True
Female,0,Yes,42,Yes,Yes,94,Yes,0,1,1,1,1,False,True,True,False,False,3948,1,3,0,False,False,True,False
Male,0,No,14,No,Yes,46,Yes,1,0,0,1,1,True,False,False,True,False,644,12,2,0,False,True,False,False
Male,0,Yes,52,Yes,Yes,26,No,1,1,1,1,0,False,True,True,False,False,1352,1,3,0,False,False,False,True
Male,0,No,62,Yes,Yes,108,No,1,0,1,1,0,False,True,False,False,True,6696,24,3,0,False,False,False,True
Female,0,Yes,72,Yes,No,20,No,0,1,1,0,0,False,True,True,False,False,1440,1,2,0,False,False,False,True
Male,0,No,32,Yes,No,96,Yes,1,0,1,0,1,True,False,False,False,True,3072,24,2,0,False,False,True,False
Female,1,No,1,Yes,Yes,70,Yes,0,0,1,1,1,False,True,True,False,False,70,1,3,1,True,False,False,False
Female,1,No,72,Yes,Yes,78,No,0,0,1,1,0,True,False,False,False,True,5616,24,3,0,False,False,False,True
Female,1,No,1,Yes,No,45,Yes,0,0,1,0,1,False,True,True,False,False,45,1,2,1,True,False,False,False
Female,0,No,1,Yes,No,26,No,0,0,1,0,0,True,False,False,True,False,26,12,2,1,True,False,False,False
Male,0,No,5,Yes,No,104,Yes,1,0,1,0,1,False,True,True,False,False,520,1,2,1,True,False,False,False
Male,0,No,63,Yes,No,105,No,1,0,1,0,0,False,True,True,False,False,6615,1,2,0,False,False,False,True
Male,0,Yes,67,Yes,Yes,81,No,1,1,1,1,0,False,True,True,False,False,5427,1,3,0,False,False,False,True
Female,0,Yes,40,Yes,Yes,96,No,0,1,1,1,0,False,True,True,False,False,3840,1,3,0,False,False,True,False
Male,0,No,65,Yes,Yes,94,No,1,0,1,1,0,False,True,True,False,False,6110,1,3,0,False,False,False,True
Female,0,Yes,16,Yes,Yes,20,No,0,1,1,1,0,False,True,False,True,False,320,12,3,0,False,True,False,False
Female,1,No,46,Yes,No,69,No,0,0,1,0,0,True,False,False,True,False,3174,12,2,0,False,False,True,False
Male,0,No,11,No,No,36,No,1,0,0,0,0,True,False,False,False,True,396,24,1,0,True,False,False,False
Female,0,No,49,Yes,Yes,99,No,0,0,1,1,0,False,True,False,False,True,4851,24,3,0,False,False,False,True
Female,0,No,68,No,Yes,54,No,0,0,0,1,0,True,False,False,True,False,3672,12,2,0,False,False,False,True
Female,0,No,10,Yes,No,19,No,0,0,1,0,0,False,True,True,False,False,190,1,2,0,True,False,False,False
Female,1,No,2,Yes,No,84,No,0,0,1,0,0,True,False,True,False,False,168,1,2,1,True,False,False,False
Female,0,No,5,Yes,No,69,No,0,0,1,0,0,False,True,False,True,False,345,12,2,1,True,False,False,False
Male,0,Yes,53,Yes,Yes,63,No,1,1,1,1,0,False,True,False,True,False,3339,12,3,0,False,False,False,True
Male,1,No,54,Yes,Yes,110,No,1,0,1,1,0,True,False,True,False,False,5940,1,3,0,False,False,False,True
Female,0,No,4,Yes,Yes,45,Yes,0,0,1,1,1,True,False,True,False,False,180,1,3,1,True,False,False,False
Male,1,No,15,Yes,No,76,Yes,1,0,1,0,1,True,False,True,False,False,1140,1,2,0,False,True,False,False
Male,0,No,10,Yes,No,20,No,1,0,1,0,0,True,False,True,False,False,200,1,2,0,True,False,False,False
Female,0,No,3,Yes,Yes,55,Yes,0,0,1,1,1,False,True,False,True,False,165,12,3,1,True,False,False,False
Female,0,No,71,Yes,No,25,No,0,0,1,0,0,True,False,False,True,False,1775,12,2,0,False,False,False,True
Male,0,No,8,Yes,No,55,No,1,0,1,0,0,False,True,True,False,False,440,1,2,0,True,False,False,False
Male,1,No,1,Yes,Yes,94,Yes,1,0,1,1,1,False,True,False,False,True,94,24,3,1,True,False,False,False
Female,0,Yes,64,Yes,Yes,110,No,0,1,1,1,0,True,False,False,False,True,7040,24,3,0,False,False,False,True
Male,0,No,57,Yes,Yes,19,No,1,0,1,1,0,True,False,False,False,True,1083,24,3,0,False,False,False,True
Female,1,No,1,Yes,No,101,Yes,0,0,1,0,1,True,False,True,False,False,101,1,2,1,True,False,False,False
Female,1,No,20,Yes,No,60,No,0,0,1,0,0,True,False,False,False,True,1200,24,2,0,False,True,False,False
Female,1,No,26,Yes,No,66,No,0,0,1,0,0,False,True,True,False,False,1716,1,2,0,False,False,True,False
Female,1,No,2,Yes,Yes,80,Yes,0,0,1,1,1,True,False,False,False,True,160,24,3,1,True,False,False,False
Male,0,Yes,32,Yes,Yes,95,No,1,1,1,1,0,False,True,True,False,False,3040,1,3,0,False,False,True,False
Female,0,No,5,Yes,Yes,25,No,0,0,1,1,0,False,True,True,False,False,125,1,3,1,True,False,False,False
Female,0,No,70,Yes,Yes,111,No,0,0,1,1,0,True,False,False,False,True,7770,24,3,0,False,False,False,True
Male,0,No,31,Yes,Yes,55,Yes,1,0,1,1,1,True,False,False,True,False,1705,12,3,0,False,False,True,False
Female,0,No,7,Yes,Yes,60,Yes,0,0,1,1,1,False,True,False,False,True,420,24,3,0,True,False,False,False
Male,0,No,1,No,Yes,25,No,1,0,0,1,0,False,True,True,False,False,25,1,2,1,True,False,False,False
Male,1,No,20,Yes,No,99,Yes,1,0,1,0,1,True,False,False,False,True,1980,24,2,0,False,True,False,False
Male,0,No,35,Yes,No,61,No,1,0,1,0,0,False,True,True,False,False,2135,1,2,0,False,False,True,False
Male,0,No,6,Yes,Yes,61,No,1,0,1,1,0,True,False,False,True,False,366,12,3,1,True,False,False,False
Female,0,Yes,72,Yes,No,75,No,0,1,1,0,0,True,False,False,True,False,5400,12,2,0,False,False,False,True
Female,0,No,13,Yes,No,20,No,0,0,1,0,0,True,False,False,True,False,260,12,2,0,False,True,False,False
Female,1,No,4,Yes,No,49,No,0,0,1,0,0,True,False,True,False,False,196,1,2,1,True,False,False,False
Male,0,Yes,63,Yes,Yes,19,No,1,1,1,1,0,False,True,True,False,False,1197,1,3,0,False,False,False,True
Male,0,No,69,Yes,No,85,No,1,0,1,0,0,False,True,True,False,False,5865,1,2,0,False,False,False,True
Female,0,No,3,No,No,34,Yes,0,0,0,0,1,True,False,False,True,False,102,12,1,1,True,False,False,False
Female,1,No,71,Yes,No,81,No,0,0,1,0,0,True,False,True,False,False,5751,1,2,0,False,False,False,True
Male,0,No,15,Yes,Yes,19,No,1,0,1,1,0,False,True,True,False,False,285,1,3,0,False,True,False,False
Female,0,Yes,30,Yes,No,20,No,0,1,1,0,0,True,False,False,False,True,600,24,2,0,False,False,True,False
Female,0,No,23,Yes,Yes,83,No,0,0,1,1,0,True,False,True,False,False,1909,1,3,0,False,True,False,False
Male,1,No,9,Yes,Yes,20,No,1,0,1,1,0,False,True,True,False,False,180,1,3,0,True,False,False,False
Male,0,No,35,Yes,No,19,No,1,0,1,0,0,True,False,True,False,False,665,1,2,0,False,False,True,False
Female,0,Yes,6,Yes,No,55,No,0,1,1,0,0,False,True,True,False,False,330,1,2,1,True,False,False,False
Female,0,No,1,Yes,Yes,75,Yes,0,0,1,1,1,False,True,False,False,True,75,24,3,1,True,False,False,False
Female,0,Yes,72,Yes,No,25,No,0,1,1,0,0,True,False,False,False,True,1800,24,2,0,False,False,False,True
Male,0,Yes,45,Yes,No,84,No,1,1,1,0,0,True,False,False,False,True,3780,24,2,0,False,False,True,False
Male,0,Yes,7,Yes,Yes,90,Yes,1,1,1,1,1,True,False,True,False,False,630,1,3,0,True,False,False,False
Male,0,No,70,No,No,48,No,1,0,0,0,0,True,False,False,True,False,3360,12,1,0,False,False,False,True
Male,0,No,53,Yes,Yes,20,No,1,0,1,1,0,True,False,False,False,True,1060,24,3,0,False,False,False,True
Male,0,No,4,Yes,No,52,Yes,1,0,1,0,1,True,False,True,False,False,208,1,2,1,True,False,False,False
Female,0,No,72,Yes,Yes,92,No,0,0,1,1,0,False,True,True,False,False,6624,1,3,0,False,False,False,True
Male,0,Yes,72,No,Yes,45,No,1,1,0,1,0,True,False,True,False,False,3240,1,2,0,False,False,False,True
Male,1,No,17,Yes,No,95,No,1,0,1,0,0,True,False,True,False,False,1615,1,2,0,False,True,False,False
Female,0,No,7,Yes,No,70,No,0,0,1,0,0,False,True,True,False,False,490,1,2,0,True,False,False,False
Female,0,Yes,11,Yes,No,20,Yes,0,1,1,0,1,True,False,False,True,False,220,12,2,0,True,False,False,False
Female,0,No,2,Yes,Yes,75,Yes,0,0,1,1,1,True,False,True,False,False,150,1,3,1,True,False,False,False
Male,0,Yes,11,Yes,No,78,No,1,1,1,0,0,False,True,True,False,False,858,1,2,0,True,False,False,False
Male,1,No,5,Yes,No,91,Yes,1,0,1,0,1,True,False,True,False,False,455,1,2,1,True,False,False,False
Male,1,No,4,Yes,No,75,Yes,1,0,1,0,1,True,False,True,False,False,300,1,2,1,True,False,False,False
Male,0,No,30,Yes,No,50,No,1,0,1,0,0,True,False,True,False,False,1500,1,2,0,False,False,True,False
Female,0,Yes,11,Yes,No,21,No,0,1,1,0,0,True,False,False,True,False,231,12,2,0,True,False,False,False
Male,0,No,17,No,Yes,50,No,1,0,0,1,0,True,False,False,False,True,850,24,2,0,False,True,False,False
Female,1,No,34,No,Yes,56,No,0,0,0,1,0,True,False,False,False,True,1904,24,2,0,False,False,True,False
Female,1,No,2,No,No,30,Yes,0,0,0,0,1,True,False,False,False,True,60,24,1,1,True,False,False,False
Male,0,Yes,55,Yes,Yes,19,No,1,1,1,1,0,False,True,False,True,False,1045,12,3,0,False,False,False,True
Female,1,No,5,Yes,Yes,60,No,0,0,1,1,0,False,True,True,False,False,300,1,3,1,True,False,False,False
Female,0,Yes,11,Yes,No,20,No,0,1,1,0,0,False,True,True,False,False,220,1,2,0,True,False,False,False
Female,0,Yes,1,Yes,No,80,Yes,0,1,1,0,1,False,True,True,False,False,80,1,2,1,True,False,False,False
Female,0,No,70,Yes,No,19,No,0,0,1,0,0,True,False,True,False,False,1330,1,2,0,False,False,False,True
Male,1,No,2,Yes,No,75,Yes,1,0,1,0,1,True,False,False,True,False,150,12,2,1,True,False,False,False
Female,0,No,7,Yes,Yes,74,Yes,0,0,1,1,1,False,True,True,False,False,518,1,3,0,True,False,False,False
Male,0,No,35,Yes,Yes,20,No,1,0,1,1,0,True,False,False,False,True,700,24,3,0,False,False,True,False
Female,0,No,58,Yes,No,71,No,0,0,1,0,0,True,False,False,True,False,4118,12,2,0,False,False,False,True
Female,0,Yes,72,Yes,Yes,109,No,0,1,1,1,0,True,False,True,False,False,7848,1,3,0,False,False,False,True
Male,0,Yes,68,Yes,Yes,63,No,1,1,1,1,0,True,False,False,True,False,4284,12,3,0,False,False,False,True
Male,0,No,26,Yes,No,59,No,1,0,1,0,0,True,False,False,True,False,1534,12,2,0,False,False,True,False
Female,0,No,12,Yes,No,45,No,0,0,1,0,0,True,False,False,True,False,540,12,2,0,True,False,False,False
Male,0,Yes,25,Yes,Yes,60,No,1,1,1,1,0,False,True,False,False,True,1500,24,3,0,False,False,True,False
Male,1,Yes,72,Yes,No,115,No,1,1,1,0,0,False,True,False,True,False,8280,12,2,0,False,False,False,True
Male,0,Yes,70,Yes,Yes,115,No,1,1,1,1,0,False,True,True,False,False,8050,1,3,0,False,False,False,True
Male,1,Yes,1,Yes,No,50,Yes,1,1,1,0,1,True,False,True,False,False,50,1,2,1,True,False,False,False
Male,0,No,26,Yes,Yes,87,No,1,0,1,1,0,True,False,False,True,False,2262,12,3,0,False,False,True,False
Female,0,Yes,2,Yes,Yes,66,Yes,0,1,1,1,1,False,True,True,False,False,132,1,3,1,True,False,False,False
Female,0,Yes,28,Yes,Yes,20,No,0,1,1,1,0,False,True,True,False,False,560,1,3,0,False,False,True,False
Female,0,Yes,6,Yes,Yes,20,No,0,1,1,1,0,True,False,False,False,True,120,24,3,1,True,False,False,False
Female,0,Yes,58,No,No,60,No,0,1,0,0,0,False,True,True,False,False,3480,1,1,0,False,False,False,True
Female,1,No,29,No,Yes,45,No,0,0,0,1,0,False,True,True,False,False,1305,1,2,0,False,False,True,False
Male,0,No,16,Yes,No,71,No,1,0,1,0,0,True,False,False,False,True,1136,24,2,0,False,True,False,False
Male,1,No,43,Yes,No,101,Yes,1,0,1,0,1,True,False,True,False,False,4343,1,2,0,False,False,True,False
Male,0,No,52,Yes,No,75,No,1,0,1,0,0,True,False,True,False,False,3900,1,2,0,False,False,False,True
Female,0,Yes,72,Yes,No,119,No,0,1,1,0,0,False,True,False,True,False,8568,12,2,0,False,False,False,True
Male,0,Yes,71,Yes,No,19,No,1,1,1,0,0,False,True,True,False,False,1349,1,2,0,False,False,False,True
Male,0,No,65,Yes,Yes,20,No,1,0,1,1,0,True,False,True,False,False,1300,1,3,0,False,False,False,True
Female,0,No,49,Yes,Yes,84,No,0,0,1,1,0,True,False,False,True,False,4116,12,3,0,False,False,False,True
Male,0,No,52,Yes,Yes,84,No,1,0,1,1,0,False,True,False,False,True,4368,24,3,0,False,False,False,True
Male,0,No,2,Yes,No,20,Yes,1,0,1,0,1,False,True,False,True,False,40,12,2,1,True,False,False,False
Male,0,Yes,71,Yes,No,109,No,1,1,1,0,0,False,True,True,False,False,7739,1,2,0,False,False,False,True
Male,0,No,54,Yes,Yes,89,No,1,0,1,1,0,False,True,False,True,False,4806,12,3,0,False,False,False,True
